show_id,category,title,director,country,release_date,rating,duration,type,description,date
s6530,TV Show,The Kindness Diaries,,,1/5/2019,TV-PG,1 Season,Reality TV,"Host Leon Logothetis travels the world with only a vintage motorbike and the kindness of strangers, which he pays back in unexpected, inspiring ways.",5/1/2019
s6531,Movie,The King,David Michôd,"United Kingdom, Hungary, Australia",1/11/2019,R,141 min,Dramas,Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.,11/1/2019
s6532,TV Show,The King: Eternal Monarch,,South Korea,18/4/2020,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","A modern-day Korean emperor passes through a mysterious portal and into a parallel world, where he encounters a feisty police detective.",18/4/2020
s6533,TV Show,The King's Avatar,,China,16/8/2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","When an elite gamer is forced out of his professional team, he becomes a manager of an Internet café and reinvents himself to return to online glory.",16/8/2019
s6534,Movie,The King's Speech,Tom Hooper,"United Kingdom, United States, Australia",2/6/2018,R,118 min,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue.",6/2/2018
s6535,TV Show,The Kirlian Frequency,,Argentina,15/2/2019,TV-14,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Horror","In the midnight hour, a lone DJ broadcasts the strangest – and scariest – tales from the outer edges of Kirlian, a lost city somewhere in Argentina.",15/2/2019
s6536,Movie,The Kissing Booth,Vince Marcello,"United Kingdom, United States",11/5/2018,TV-14,105 min,"Comedies, Romantic Movies","When teenager Elle's first kiss leads to a forbidden romance with the hottest boy in high school, she risks her relationship with her best friend.",5/11/2018
s6537,Movie,The Kissing Booth 2,Vince Marcello,"United Kingdom, United States",24/7/2020,TV-14,133 min,"Comedies, Romantic Movies","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",24/7/2020
s6538,Movie,The Kite,Randa Chahal Sabbag,"Lebanon, France",19/10/2020,TV-MA,76 min,"Dramas, International Movies, Romantic Movies","In an occupied village, a teen girl is set to wed a stranger. But when she crosses over to meet her betrothed, her heart gets entangled at the border.",19/10/2020
s6539,Movie,The Knight Before Christmas,Monika Mitchell,United States,21/11/2019,TV-14,93 min,"Children & Family Movies, Comedies, Romantic Movies","Medieval magic sends a 14th-century knight to modern-day Ohio, where he falls for a high school science teacher who's disillusioned by love.",21/11/2019
s6540,TV Show,The Kominsky Method,,United States,25/10/2019,TV-MA,2 Seasons,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,25/10/2019
s6541,TV Show,The L Word,,"Canada, United States",20/3/2018,TV-MA,6 Seasons,"Romantic TV Shows, TV Dramas",This trailblazing series follows the tangled lives and ever-changing relationships among a close-knit group of lesbians who call Los Angeles home.,20/3/2018
s6542,TV Show,The Lady in Dignity,,South Korea,30/1/2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas",The wife of a corporate heir finds her luxurious life overturned by a mysterious woman who joins the household as a caregiver for her father-in-law.,30/1/2018
s6543,Movie,The Lake House,Alejandro Agresti,United States,1/9/2019,PG,98 min,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart.",9/1/2019
s6544,Movie,The Lamb,Timothy Reckart,United States,4/6/2018,PG,86 min,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.,6/4/2018
s6545,Movie,The Land,Youssef Chahine,Egypt,18/6/2020,TV-MA,130 min,"Classic Movies, Dramas, International Movies",A group of peasant farmers fights to protect their village against a corrupt landowner. Adapted from the popular novel by Abdel Rahman al-Sharqawi.,18/6/2020
s6546,Movie,The Land of Cards,Qaushiq Mukherjee,India,22/11/2016,TV-14,113 min,"Dramas, Independent Movies, International Movies",A royal prince arrives on an island of fascist rule and inspires a rebellion among its women in this hallucinogenic adaptation of a classic play.,22/11/2016
s6547,TV Show,The Land of Hypocrisy,,Egypt,13/3/2019,TV-14,1 Season,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",A hardworking man in a thankless job meets a mysterious doctor who sells him powerful pills that throw his life into disarray.,13/3/2019
s6548,Movie,The Land of Steady Habits,Nicole Holofcener,United States,14/9/2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies","After leaving his wife and his job to find happiness, Anders begins a clumsy, heartbreaking quest to reassemble the pieces of his fractured life.",14/9/2018
s6549,Movie,The Land of the Enlightened,Pieter-Jan De Pue,"Belgium, Ireland, Netherlands, Germany, Afghanistan",1/1/2017,TV-MA,84 min,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium.",1/1/2017
s6550,Movie,The Larva Island Movie,Ahn Byoung-wook,South Korea,23/7/2020,TV-Y7,91 min,"Children & Family Movies, Comedies","In this movie sequel to the hit series, Chuck returns home and talks to a reporter about life on the island with zany larva pals Red and Yellow.",23/7/2020
s6551,Movie,The Last Airbender,M. Night Shyamalan,United States,8/4/2020,PG,104 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","In a world ravaged by the Fire nation's aggression toward the peaceful Air, Water and Earth nations, a young boy holds the key to restoring peace.",4/8/2020
s6552,Movie,The Last Bomb of the Second World War,Athiyan Athirai,India,3/3/2020,TV-14,133 min,"Dramas, Independent Movies, International Movies",A piece of unexploded ordnance wreaks havoc on the lives of a scrapyard worker whose truck it falls into and an anti-war activist who's hunting for it.,3/3/2020
s6553,Movie,The Last Boy Scout,Tony Scott,United States,1/11/2019,R,105 min,"Action & Adventure, Comedies",Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.,11/1/2019
s6554,TV Show,The Last Czars,,United States,3/7/2019,TV-MA,1 Season,"Docuseries, TV Dramas","When social upheaval sweeps Russia in the early 20th century, Czar Nicholas II resists change, sparking a revolution and ending a dynasty.",7/3/2019
s6555,TV Show,The Last Dance,,United States,19/7/2020,TV-MA,1 Season,Docuseries,"This docuseries gives a definitive account of Michael Jordan’s career and the 1990s Chicago Bulls, packed with unaired footage from the 1997-98 season.",19/7/2020
s6556,Movie,The Last Days of American Crime,Olivier Megaton,United States,5/6/2020,TV-MA,149 min,"Action & Adventure, Dramas, Independent Movies","A bank robber joins a plot to commit one final, historic heist before the government turns on a mind-altering signal that will end all criminal behavior.",6/5/2020
s6557,Movie,The Last Days of Chez Nous,Gillian Armstrong,Australia,1/11/2016,R,93 min,"Classic Movies, Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.,11/1/2016
s6558,Movie,The Last Exorcism,Daniel Stamm,"France, United States",1/9/2019,PG-13,88 min,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism.",9/1/2019
s6559,Movie,The Last Face,Sean Penn,United States,13/1/2020,R,131 min,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.,13/1/2020
s6560,Movie,The Last Hangover,Rodrigo Van Der Put,Brazil,21/12/2018,TV-MA,44 min,"Comedies, International Movies","In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper.",21/12/2018
s6561,Movie,The last hour,Eduardo Mendoza de Echave,"Chile, Peru",15/6/2018,TV-MA,119 min,"Dramas, International Movies","In this compelling true story, two Peruvian detectives go undercover to locate and capture the elusive leader of the Shining Path guerrilla army.",15/6/2018
s6562,TV Show,The Last Kids on Earth,,United States,16/10/2020,TV-Y7,3 Seasons,"Kids' TV, TV Comedies","When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos.",16/10/2020
s6563,TV Show,The Last Kingdom,,United Kingdom,26/4/2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Action & Adventure","As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",26/4/2020
s6564,Movie,The Last Laugh,Greg Pritikin,United States,11/1/2019,TV-MA,99 min,"Comedies, Dramas","After moving to a retirement home, restless talent manager Al reconnects with long-ago client Buddy and coaxes him back out on the comedy circuit.",1/11/2019
s6565,Movie,The Last Man on the Moon,Mark Craig,United Kingdom,26/5/2016,TV-PG,96 min,Documentaries,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.,26/5/2016
s6566,TV Show,The Last O.G.,,United States,4/12/2019,TV-MA,2 Seasons,TV Comedies,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",12/4/2019
s6567,TV Show,The Last of the Schmucks,,Egypt,7/2/2019,TV-MA,1 Season,"International TV Shows, TV Comedies","The year is 2041 and a dispute between a man and his wife has set the human race back. In this battle of the sexes, the primitive life isn't so simple.",2/7/2019
s6568,Movie,The Last Resort,"Dennis Scholl, Kareem Tabsch",United States,21/4/2019,TV-14,70 min,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",21/4/2019
s6569,Movie,The Last Runway,"Rodrigo Salomón, Pietro Scappini","Paraguay, Argentina",1/3/2019,TV-MA,107 min,"Action & Adventure, International Movies",An ex-colonel forms a special paramilitary group focused on combatting drug trafficking on the Paraguayan border.,3/1/2019
s6570,Movie,The Last Shaman,Raz Degan,"United Kingdom, Italy, Israel, Peru, United States",1/9/2017,TV-14,83 min,"Documentaries, International Movies","In a last-ditch effort to prevent suicide, a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.",9/1/2017
s6571,Movie,The Last Summer,William Bindley,United States,3/5/2019,TV-14,110 min,"Comedies, Romantic Movies","Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.",5/3/2019
s6572,Movie,The Last Thing He Wanted,Dee Rees,United States,21/2/2020,R,116 min,"Dramas, Thrillers",A hard-hitting reporter becomes entangled in the story she’s trying to break when she helps her ailing father broker an arms deal in Central America.,21/2/2020
s6573,Movie,The Last Whistle,Rob Smat,United States,26/10/2019,PG,88 min,"Dramas, Sports Movies","After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style.",26/10/2019
s6574,TV Show,The Last Word,,Germany,17/9/2020,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","Suddenly a widow, a woman rekindles her thirst for life by becoming a eulogist while navigating the existential landscape of death, grief and love.",17/9/2020
s6575,Movie,The Late Bloomer,Kevin Pollak,United States,6/11/2020,R,95 min,Comedies,"A sex therapist with pituitary issues finally gets to experience puberty in all its glory at age 30, when an operation unleashes his raging hormones.",11/6/2020
s6576,Movie,The Laundromat,Steven Soderbergh,United States,18/10/2019,R,96 min,"Comedies, Dramas","When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",18/10/2019
s6577,Movie,The Laws of Thermodynamics,Mateo Gil,Spain,31/8/2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies","A physicist uses the laws of thermodynamics to describe romance and relationships, but his theories prove faulty when it comes to his own love life.",31/8/2018
